Table ID,Table Title,Table Universe,5 Year Geography Restrictions (with Summary Levels in Parentheses)
B20017B,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (BLACK OR AFRICAN AMERICAN ALONE),Universe: Black or African American alone population 16 years and over with earnings in the past 12 months,"Excludes Block Group (150,258,293,294)"
B20017C,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: American Indian and Alaska Native alone population 16 years and over with earnings in the past 12 months,"Excludes Block Group (150,258,293,294)"
B20017D,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (ASIAN ALONE),Universe: Asian alone population 16 years and over with earnings in the past 12 months,"Excludes Block Group (150,258,293,294)"
B20017E,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Native Hawaiian and Other Pacific Islander alone population 16 years and over with earnings in the past 12 months,"Excludes Block Group (150,258,293,294)"
B20017F,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (SOME OTHER RACE ALONE),Universe: Some other race alone population 16 years and over with earnings in the past 12 months,"Excludes Block Group (150,258,293,294)"
B20017G,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (TWO OR MORE RACES),Universe: Two or more races population 16 years and over with earnings in the past 12 months,"Excludes Block Group (150,258,293,294)"
B20017H,"MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino population 16 years and over with earnings in the past 12 months","Excludes Block Group (150,258,293,294)"
B20017I,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS (HISPANIC OR LATINO),Universe: Hispanic or Latino population 16 years and over with earnings in the past 12 months,"Excludes Block Group (150,258,293,294)"
B20018,"MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER WHO WORKED FULL-TIME, YEAR-ROUND WITH EARNINGS IN THE PAST 12 MONTHS","Universe: Population 16 years and over who worked full-time, year-round with earnings","Excludes Block Group (150,258,293,294)"
B21001,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Universe: Civilian population 18 years and over,Excludes Place/Remainder (070)
C21001A,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE),Universe: White alone civilian population 18 years and over,"Excludes Block Group (150,258,293,294)"
C21001B,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Universe: Black or African American alone civilian population 18 years and over,"Excludes Block Group (150,258,293,294)"
C21001C,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: American Indian and Alaska Native alone civilian population 18 years and over,"Excludes Block Group (150,258,293,294)"
C21001D,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (ASIAN ALONE),Universe: Asian alone civilian population 18 years and over,"Excludes Block Group (150,258,293,294)"
C21001E,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Native Hawaiian and Other Pacific Islander alone civilian population 18 years and over,"Excludes Block Group (150,258,293,294)"
C21001F,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (SOME OTHER RACE ALONE),Universe: Some other race alone civilian population 18 years and over,"Excludes Block Group (150,258,293,294)"
C21001G,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (TWO OR MORE RACES),Universe: Two or more races civilian population 18 years and over,"Excludes Block Group (150,258,293,294)"
C21001H,"SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino civilian population 18 years and over","Excludes Block Group (150,258,293,294)"
C21001I,SEX BY AGE BY VETERAN STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER (HISPANIC OR LATINO),Universe: Hispanic or Latino civilian population 18 years and over,"Excludes Block Group (150,258,293,294)"
B21002,PERIOD OF MILITARY SERVICE FOR CIVILIAN VETERANS 18 YEARS AND OVER,Universe: Civilian veterans 18 years and over,Excludes Place/Remainder (070)
B21003,VETERAN STATUS BY EDUCATIONAL ATTAINMENT FOR THE CIVILIAN POPULATION 25 YEARS AND OVER,Universe: Civilian population 25 years and over,"Excludes Block Group (150,258,293,294)"
B21004,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY VETERAN STATUS BY SEX FOR THE CIVILIAN POPULATION 18 YEARS AND OVER WITH INCOME,Universe: Civilian population 18 years and over with income in the past 12 months,"Excludes Block Group (150,258,293,294)"
B21005,AGE BY VETERAN STATUS BY EMPLOYMENT STATUS FOR THE CIVILIAN POPULATION 18 TO 64 YEARS ,Universe: Civilian population 18 to 64 years,"Excludes Block Group (150,258,293,294)"
C21007,AGE BY VETERAN STATUS BY POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR THE CIVILIAN POPULATION 18 YEARS AND OVER,Universe: Civilian population 18 years and over for whom poverty status is determined,Excludes Place/Remainder (070)
B21100,SERVICE-CONNECTED DISABILITY-RATING STATUS AND RATINGS FOR CIVILIAN VETERANS 18 YEARS AND OVER,Universe: Civilian veterans 18 years and over,"Excludes Block Group (150,258,293,294)"
B22001,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF PEOPLE 60 YEARS AND OVER FOR HOUSEHOLDS,Universe: Households,"Excludes Block Group (150,258,293,294)"
B22002,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY PRESENCE OF CHILDREN UNDER 18 YEARS BY HOUSEHOLD TYPE FOR HOUSEHOLDS,Universe: Households,"Excludes Block Group (150,258,293,294)"
B22003,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY POVERTY STATUS IN THE PAST 12 MONTHS FOR HOUSEHOLDS,Universe: Households,"Excludes Block Group (150,258,293,294)"
B22005A,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (WHITE ALONE),Universe: Households with a householder who is White alone,"Excludes Block Group (150,258,293,294)"
B22005B,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (BLACK OR AFRICAN AMERICAN ALONE),Universe: Households with a householder who is Black or African American alone,"Excludes Block Group (150,258,293,294)"
B22005C,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: Households with a householder who is American Indian and Alaska Native alone,"Excludes Block Group (150,258,293,294)"
B22005D,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (ASIAN ALONE),Universe: Households with a householder who is Asian alone,"Excludes Block Group (150,258,293,294)"
B22005E,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Households with a householder who is Native Hawaiian and Other Pacific Islander alone,"Excludes Block Group (150,258,293,294)"
B22005F,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (SOME OTHER RACE ALONE),Universe: Households with a householder who is Some other race alone,"Excludes Block Group (150,258,293,294)"
B22005G,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (TWO OR MORE RACES),Universe: Households with a householder who is Two or more races,"Excludes Block Group (150,258,293,294)"
B22005H,"RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: Households with a householder who is White alone, not Hispanic or Latino","Excludes Block Group (150,258,293,294)"
B22005I,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY RACE OF HOUSEHOLDER (HISPANIC OR LATINO),Universe: Households with a householder who is Hispanic or Latino,"Excludes Block Group (150,258,293,294)"
B22007,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS,Universe: Families,"Excludes Block Group (150,258,293,294)"
B22008,MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) BY RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS,Universe: Households,"Excludes Block Group (150,258,293,294)"
B22010,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY DISABILITY STATUS FOR HOUSEHOLDS,Universe: Households,Excludes Place/Remainder (070)
B23001,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,"Excludes Block Group (150,258,293,294)"
C23002A,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE),Universe: White alone population 16 years and over,"Excludes Block Group (150,258,293,294)"
C23002B,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Universe: Black or African American alone population 16 years and over,"Excludes Block Group (150,258,293,294)"
C23002C,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: American Indian and Alaska Native alone population 16 years and over,"Excludes Block Group (150,258,293,294)"
C23002D,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (ASIAN ALONE),Universe: Asian alone population 16 years and over,"Excludes Block Group (150,258,293,294)"
C23002E,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Native Hawaiian and Other Pacific Islander alone population 16 years and over,"Excludes Block Group (150,258,293,294)"
C23002F,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),Universe: Some other race alone population 16 years and over,"Excludes Block Group (150,258,293,294)"
C23002G,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),Universe: Two or more races population 16 years and over,"Excludes Block Group (150,258,293,294)"
C23002H,"SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: White alone, not Hispanic or Latino population 16 years and over","Excludes Block Group (150,258,293,294)"
C23002I,SEX BY AGE BY EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),Universe: Hispanic or Latino population 16 years and over,"Excludes Block Group (150,258,293,294)"
B23003,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY AGE OF OWN CHILDREN UNDER 18 YEARS BY EMPLOYMENT STATUS FOR FEMALES 20 TO 64 YEARS,Universe: Females 20 to 64 years in households,Excludes Place/Remainder (070)
B23006,EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 25 TO 64 YEARS ,Universe: Population 25 to 64 years,"Excludes Block Group (150,258,293,294)"
B23007,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY EMPLOYMENT STATUS,Universe: Opposite-sex married-couple families and families maintained by women and men with no spouse present,Excludes Place/Remainder (070)
B23008,AGE OF OWN CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY LIVING ARRANGEMENTS BY EMPLOYMENT STATUS OF PARENTS,Universe: Own children under 18 years in families and subfamilies,Excludes Place/Remainder (070)
B23009,PRESENCE OF OWN CHILDREN UNDER 18 YEARS BY FAMILY TYPE BY NUMBER OF WORKERS IN FAMILY IN THE PAST 12 MONTHS,Universe: Families,Excludes Place/Remainder (070)
B23010,PRESENCE OF OWN CHILDREN UNDER 18 YEARS IN MARRIED-COUPLE FAMILIES BY WORK EXPERIENCE OF HOUSEHOLDER AND SPOUSE,Universe: Married-couple families,"Excludes Block Group (150,258,293,294)"
B23013,MEDIAN AGE BY SEX FOR WORKERS 16 TO 64 YEARS,Universe: Population 16 to 64 years who have worked in the past 12 months,"Excludes Block Group (150,258,293,294)"
B23018,AGGREGATE USUAL HOURS WORKED IN THE PAST 12 MONTHS BY SEX FOR WORKERS 16 TO 64 YEARS,Universe: Population 16 to 64 years who have worked in the past 12 months,"Excludes Block Group (150,258,293,294)"
B23020,MEAN USUAL HOURS WORKED IN THE PAST 12 MONTHS FOR WORKERS 16 TO 64 YEARS,Universe: Population 16 to 64 years who have worked in the past 12 months,"Excludes Block Group (150,258,293,294)"
B23022,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 TO 64 YEARS,Universe: Population 16 to 64 years,Excludes Place/Remainder (070)
B23024,POVERTY STATUS IN THE PAST 12 MONTHS BY DISABILITY STATUS BY EMPLOYMENT STATUS FOR THE POPULATION 20 TO 64 YEARS ,Universe: Population 20 to 64 years for whom poverty status is determined,Excludes Place/Remainder (070)
B23025,EMPLOYMENT STATUS FOR THE POPULATION 16 YEARS AND OVER,Universe: Population 16 years and over,Excludes Place/Remainder (070)
B23026,SEX BY WORK STATUS IN THE PAST 12 MONTHS BY USUAL HOURS WORKED PER WEEK IN THE PAST 12 MONTHS BY WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 65 YEARS AND OVER,Universe: Civilian population 65 years and over,Excludes Place/Remainder (070)
B23027,"FULL-TIME, YEAR-ROUND WORK STATUS IN THE PAST 12 MONTHS BY AGE FOR THE POPULATION 16 YEARS AND OVER",Universe: Population 16 years and over,Excludes Place/Remainder (070)
C24010,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,Excludes Place/Remainder (070)
C24010A,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE),Universe: Civilian employed White alone population 16 years and over,Excludes Place/Remainder (070)
C24010B,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),Universe: Civilian employed Black or African American alone population 16 years and over,Excludes Place/Remainder (070)
C24010C,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),Universe: Civilian employed American Indian and Alaska Native alone population 16 years and over,Excludes Place/Remainder (070)
C24010D,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (ASIAN ALONE),Universe: Civilian employed Asian alone population 16 years and over,Excludes Place/Remainder (070)
C24010E,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE),Universe: Civilian employed Native Hawaiian and Other Pacific Islander alone population 16 years and over,Excludes Place/Remainder (070)
C24010F,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (SOME OTHER RACE ALONE),Universe: Civilian employed Some other race alone population 16 years and over,Excludes Place/Remainder (070)
C24010G,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (TWO OR MORE RACES),Universe: Civilian employed Two or more races population 16 years and over,Excludes Place/Remainder (070)
C24010H,"SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO)","Universe: Civilian employed White alone, not Hispanic or Latino population 16 years and over",Excludes Place/Remainder (070)
C24010I,SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER (HISPANIC OR LATINO),Universe: Civilian employed Hispanic or Latino population 16 years and over,Excludes Place/Remainder (070)
B24011,OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over with earnings,"Excludes Block Group (150,258,293,294)"
B24012,SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER    ,Universe: Civilian employed population 16 years and over with earnings,"Excludes Block Group (150,258,293,294)"
C24020,"SEX BY OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over",Excludes Place/Remainder (070)
B24021,"OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over with earnings","Excludes Block Group (150,258,293,294)"
B24022,"SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over with earnings","Excludes Block Group (150,258,293,294)"
C24030,SEX BY INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,Excludes Place/Remainder (070)
B24031,INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER ,Universe: Civilian employed population 16 years and over with earnings,"Excludes Block Group (150,258,293,294)"
B24032,SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER    ,Universe: Civilian employed population 16 years and over with earnings,"Excludes Block Group (150,258,293,294)"
C24040,"SEX BY INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over","Excludes Block Group (150,258,293,294)"
B24041,"INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER","Universe: Full-time, year-round civilian employed population 16 years and over with earnings","Excludes Block Group (150,258,293,294)"
B24042,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER ","Universe: Full-time, year-round civilian employed population 16 years and over with earnings","Excludes Block Group (150,258,293,294)"
C24050,INDUSTRY BY OCCUPATION FOR THE CIVILIAN  EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,"Excludes Block Group (150,258,293,294)"
C24060,OCCUPATION BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER ,Universe: Civilian employed population 16 years and over,"Excludes Block Group (150,258,293,294)"
C24070,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,"Excludes Block Group (150,258,293,294)"
B24080,SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over,Excludes Place/Remainder (070)
B24081,CLASS OF WORKER  BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,Universe: Civilian employed population 16 years and over with earnings,"Excludes Block Group (150,258,293,294)"
B24082,SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS) FOR THE  CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER ,Universe: Civilian employed population 16 years and over with earnings,"Excludes Block Group (150,258,293,294)"
